Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage (GENUS)	Taxonomic lineage IDs
A0A417HPE2	A0A417HPE2_9FIRM	unreviewed	Carbon storage regulator	DW741_02935	Ruminococcaceae bacterium AM28-23LB	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, unclassified Oscillospiraceae, Ruminococcaceae bacterium AM28-23LB		2292269
A0A1P8WL99	A0A1P8WL99_9PLAN	unreviewed	Uncharacterized protein	Fuma_04474	Fuerstia marisgermanicae	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Fuerstia, Fuerstia marisgermanicae	Fuerstia	1891926
C4K832	CSRA_HAMD5	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA HDEF_0013	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, aphid secondary symbionts, Candidatus Hamiltonella, Candidatus Hamiltonella defensa, Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	Candidatus Hamiltonella	572265
Q60BS4	CSRA_METCA	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA MCA0391	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylococcus, Methylococcus capsulatus, Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	Methylococcus	243233
U2Z2Q8	U2Z2Q8_PSEA4	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA PA6_009_00570	Pseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas alcaligenes, Pseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577)	Pseudomonas	1215092
A0A1I2BFZ7	A0A1I2BFZ7_9BACI	unreviewed	Translational regulator CsrA	csrA SAMN05192532_102282	Alteribacillus iranensis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Alteribacillus, Alteribacillus iranensis	Alteribacillus	930128
A0A2N5Y2P6	A0A2N5Y2P6_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA CWI75_08715	Kineobactrum sediminis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Halieaceae, Kineobactrum, Kineobactrum sediminis	Kineobactrum	1905677
A0A225CYB6	A0A225CYB6_9BACT	unreviewed	Translational regulator CsrA	csrA FRUB_10341	Fimbriiglobus ruber	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Fimbriiglobus, Fimbriiglobus ruber	Fimbriiglobus	1908690
A0A4R3HYZ2	A0A4R3HYZ2_9GAMM	unreviewed	Carbon storage regulator	BCF53_12343	Reinekea marinisedimentorum	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Saccharospirillaceae, Reinekea, Reinekea marinisedimentorum	Reinekea	230495
A0A0W0XV62	A0A0W0XV62_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	lvrC_2 csrA Lrub_0760	Legionella rubrilucens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella rubrilucens	Legionella	458
Q0EYD9	Q0EYD9_9PROT	unreviewed	Translational regulator CsrA	csrA SPV1_05814	Mariprofundus ferrooxydans PV-1	cellular organisms, Bacteria, Proteobacteria, Zetaproteobacteria, Mariprofundales, Mariprofundaceae, Mariprofundus, Mariprofundus ferrooxydans, Mariprofundus ferrooxydans PV-1	Mariprofundus	314345
O85735	CSRA_SERMA	reviewed	Translational regulator CsrA (Carbon storage regulator) (Repressor of secondary metabolites)	csrA rsmA	Serratia marcescens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens	Serratia	615
Q21L66	CSRA_SACD2	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA Sde_1301	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Saccharophagus, Saccharophagus degradans, Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	Saccharophagus	203122
R6V978	R6V978_9FIRM	unreviewed	Uncharacterized protein	BN635_01375	Roseburia sp. CAG:380	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Roseburia, environmental samples, Roseburia sp. CAG:380	Roseburia	1262946
A0A402BV25	A0A402BV25_9FIRM	unreviewed	Translational regulator CsrA	csrA_3 csrA SPFL3102_03037	Sporomusaceae bacterium	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Negativicutes, Selenomonadales, Sporomusaceae, unclassified Sporomusaceae, Sporomusaceae bacterium		1917525
A0A0W0U7H8	A0A0W0U7H8_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA_1 csrA E4T54_08860 Lgee_0365	Legionella geestiana	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella geestiana	Legionella	45065
A0A5J6N1X4	A0A5J6N1X4_9PROT	unreviewed	Translational regulator CsrA	csrA2 csrA FRZ61_34450	Hypericibacter adhaerens	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae (purple nonsulfur bacteria), Hypericibacter, Hypericibacter adhaerens	Hypericibacter	2602016
A0A2S4HG90	A0A2S4HG90_9GAMM	unreviewed	Carbon storage regulator	C0068_07785	Marortus luteolus	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Marortus, Marortus luteolus	Marortus	2067667
D6TXW9	D6TXW9_9CHLR	unreviewed	Translational regulator CsrA	csrA Krac_6094	Ktedonobacter racemifer DSM 44963	cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, Ktedonobacter, Ktedonobacter racemifer, Ktedonobacter racemifer DSM 44963	Ktedonobacter	485913
A0A142WZT0	A0A142WZT0_9PLAN	unreviewed	Translational regulator CsrA	csrA_4 csrA VT03_19420	Planctomyces sp. SH-PL14	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, unclassified Planctomyces, Planctomyces sp. SH-PL14	Planctomyces	1632864
A0A0S2GD97	A0A0S2GD97_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA LG3211_4857	Lysobacter gummosus	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, Lysobacter gummosus	Lysobacter	262324
Q65EB7	CSRA_BACLD	reviewed	Translational regulator CsrA	csrA BLi03781 BL03373	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus subtilis group, Bacillus licheniformis, Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	Bacillus	279010
D6TXG9	D6TXG9_9CHLR	unreviewed	Translational regulator CsrA	csrA Krac_6019	Ktedonobacter racemifer DSM 44963	cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, Ktedonobacter, Ktedonobacter racemifer, Ktedonobacter racemifer DSM 44963	Ktedonobacter	485913
O25983	CSRA_HELPY	reviewed	Translational regulator CsrA	csrA HP_1442	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter pylori (Campylobacter pylori), Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Helicobacter	85962
A5WFW3	CSRA_PSYWF	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA PsycPRwf_1613	Psychrobacter sp. (strain PRwf-1)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter, unclassified Psychrobacter, Psychrobacter sp. (strain PRwf-1)	Psychrobacter	349106
A0A259NX26	A0A259NX26_9ALTE	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA B7X50_08025	Alishewanella sp. 34-51-39	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alishewanella, unclassified Alishewanella, Alishewanella sp. 34-51-39	Alishewanella	1970316
A0A402BUV2	A0A402BUV2_9FIRM	unreviewed	Translational regulator CsrA	csrA_2 csrA SPFL3102_03034	Sporomusaceae bacterium	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Negativicutes, Selenomonadales, Sporomusaceae, unclassified Sporomusaceae, Sporomusaceae bacterium		1917525
E8LHC7	E8LHC7_SUCHY	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA HMPREF9444_00086	Succinatimonas hippei (strain DSM 22608 / JCM 16073 / KCTC 15190 / YIT 12066)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Succinivibrionaceae, Succinatimonas, Succinatimonas hippei, Succinatimonas hippei (strain DSM 22608 / JCM 16073 / KCTC 15190 / YIT 12066)	Succinatimonas	762983
F5L437	F5L437_CALTT	unreviewed	Translational regulator CsrA	csrA CathTA2_0549	Caldalkalibacillus thermarum (strain TA2.A1)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Caldalkalibacillus, Caldalkalibacillus thermarum, Caldalkalibacillus thermarum (strain TA2.A1)	Caldalkalibacillus	986075
A0A0K9G9J7	A0A0K9G9J7_9BACI	unreviewed	Translational regulator CsrA	csrA AC622_01280	Bacillus sp. FJAT-27916	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, unclassified Bacillus (in: Bacteria), Bacillus sp. FJAT-27916	Bacillus	1679169
A0A4V2AJG0	A0A4V2AJG0_9DELT	unreviewed	Translational regulator CsrA	csrA EOO73_04070	Myxococcales bacterium	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales (fruiting gliding bacteria), unclassified Myxococcales, Myxococcales bacterium		2026763
A0A5P9NF32	A0A5P9NF32_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA EY643_01175	Halioglobus maricola	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Halieaceae, Halioglobus, Halioglobus maricola	Halioglobus	2601894
A0A0W0Z8X8	A0A0W0Z8X8_LEGSP	unreviewed	Translational regulator CsrA (Carbon storage regulator)	lvrC csrA Lspi_0675	Legionella spiritensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella spiritensis	Legionella	452
Q72MJ6	CSRA_LEPIC	reviewed	Translational regulator CsrA	csrA LIC_13448	Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	cellular organisms, Bacteria, Spirochaetes, Spirochaetia, Leptospirales, Leptospiraceae, Leptospira, Leptospira interrogans, Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni, Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	Leptospira	267671
R7R3L3	R7R3L3_9FIRM	unreviewed	Conserved domain protein	BN450_00999	Roseburia sp. CAG:100	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Roseburia, environmental samples, Roseburia sp. CAG:100	Roseburia	1262940
A0A1P8W9E4	A0A1P8W9E4_9PLAN	unreviewed	Translational regulator CsrA	csrA Fuma_00243	Fuerstia marisgermanicae	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Fuerstia, Fuerstia marisgermanicae	Fuerstia	1891926
A0A3M7TQ90	A0A3M7TQ90_9BACI	unreviewed	Translational regulator CsrA	csrA EBO34_13510	Bacillus sp. KQ-3	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, unclassified Bacillus (in: Bacteria), Bacillus sp. KQ-3	Bacillus	2483800
A0A0W0VJ56	A0A0W0VJ56_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	lvrC_2 csrA Llon_1740	Legionella londiniensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella londiniensis	Legionella	45068
A0A2X0V2S0	A0A2X0V2S0_9GAMM	unreviewed	Carbon storage regulator homolog	csrA NCTC13093_00185	Anaerobiospirillum thomasii	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Succinivibrionaceae, Anaerobiospirillum, Anaerobiospirillum thomasii	Anaerobiospirillum	179995
R7HVK6	R7HVK6_9CLOT	unreviewed	Global regulator protein family	BN648_01161	Clostridium sp. CAG:411	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, environmental samples, Clostridium sp. CAG:411	Clostridium	1262802
A0A0H5DQP9	A0A0H5DQP9_9BACT	unreviewed	Translational regulator CsrA	csrA ELAC_1084	Estrella lausannensis	cellular organisms, Bacteria, PVC group, Chlamydiae, Chlamydiia, Parachlamydiales, Criblamydiaceae, Estrella, Estrella lausannensis	Estrella	483423
A0A0N8QU24	A0A0N8QU24_9PSED	unreviewed	Uncharacterized protein	ALP05_200050 ALQ84_200228	Pseudomonas caricapapayae	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas syringae group, Pseudomonas caricapapayae	Pseudomonas	46678
D5SMQ8	D5SMQ8_PLAL2	unreviewed	Translational regulator CsrA	csrA Plim_2136	Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290) (Planctomyces limnophilus)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctopirus, Planctopirus limnophila (Planctomyces limnophilus), Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290) (Planctomyces limnophilus)	Planctopirus	521674
A0A6J4E3Q6	A0A6J4E3Q6_9PSED	unreviewed	Carbon storage regulator	csrA_1 TUM18999_21960	Pseudomonas sp. TUM18999	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, unclassified Pseudomonas, Pseudomonas sp. TUM18999	Pseudomonas	2725477
A0A0W0VSC7	A0A0W0VSC7_9GAMM	unreviewed	Vir region protein	lvrC_1 Llon_0025	Legionella londiniensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella londiniensis	Legionella	45068
A0A285Q2H5	A0A285Q2H5_9ALTE	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA SAMN04488490_1819	Marinobacter sp. LV10R510-11A	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, unclassified Marinobacter, Marinobacter sp. LV10R510-11A	Marinobacter	1415568
A0A1T4QYT5	A0A1T4QYT5_9GAMM	unreviewed	Uncharacterized protein	BTE48_01035	Oceanospirillum multiglobuliferum	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Oceanospirillum, Oceanospirillum multiglobuliferum	Oceanospirillum	64969
A0A1Y4HYU5	A0A1Y4HYU5_9FIRM	unreviewed	Translational regulator CsrA	csrA B5F35_11415	Anaeromassilibacillus sp. An200	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Anaeromassilibacillus, unclassified Anaeromassilibacillus, Anaeromassilibacillus sp. An200	Anaeromassilibacillus	1965587
A0A090STD9	A0A090STD9_9VIBR	unreviewed	Carbon storage regulator	JCM19239_6002	Vibrio variabilis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio variabilis	Vibrio	990271
F0SJ22	F0SJ22_RUBBR	unreviewed	Translational regulator CsrA	csrA Plabr_0943	Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Rubinisphaera, Rubinisphaera brasiliensis, Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	Rubinisphaera	756272
A0A372DKI0	A0A372DKI0_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA D0Y53_08625	Lysobacter sp. WF-2	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, unclassified Lysobacter, Lysobacter sp. WF-2	Lysobacter	2303539
A0A378IKX1	A0A378IKX1_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA_4 csrA NCTC12438_01929	Legionella cincinnatiensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella cincinnatiensis	Legionella	28085
U2G0I9	U2G0I9_9GAMM	unreviewed	Carbon storage regulator protein	csrA SSPSH_001289	Salinisphaera shabanensis E1L3A	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Salinisphaeraceae, Salinisphaera, Salinisphaera shabanensis, Salinisphaera shabanensis E1L3A	Salinisphaera	1033802
A0A6L5Y1E2	A0A6L5Y1E2_9FIRM	unreviewed	Carbon storage regulator	FYJ58_12290	Velocimicrobium porci	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Velocimicrobium, Velocimicrobium porci	Velocimicrobium	2606634
A0A0A0EWH4	A0A0A0EWH4_9GAMM	unreviewed	Uncharacterized protein	N799_07055	Lysobacter arseniciresistens ZS79	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, Lysobacter arseniciresistens, Lysobacter arseniciresistens ZS79	Lysobacter	913325
R9K8F0	R9K8F0_9FIRM	unreviewed	Uncharacterized protein	C810_04275	Lachnospiraceae bacterium A2	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, Lachnospiraceae bacterium A2		397290
A0A1U9K721	A0A1U9K721_9BACL	unreviewed	Uncharacterized protein	B0W44_08715	Novibacillus thermophilus	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Novibacillus, Novibacillus thermophilus	Novibacillus	1471761
A0A7C3LTT9	A0A7C3LTT9_9BACT	unreviewed	Translational regulator CsrA	csrA ENX03_10665	Leptospirillum ferriphilum	cellular organisms, Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Leptospirillum, Leptospirillum sp. Group III, Leptospirillum ferriphilum	Leptospirillum	178606
A0A0Q1B9E3	A0A0Q1B9E3_9FIRM		Deleted.					
A0A173UH09	A0A173UH09_9FIRM	unreviewed	Carbon storage regulator (Global regulator protein family)	ERS852580_02146 LD38_04300	[Eubacterium] rectale	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, [Eubacterium] rectale		39491
R6YTH3	R6YTH3_9FIRM	unreviewed	Uncharacterized protein	BN600_01005	Roseburia sp. CAG:309	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Roseburia, environmental samples, Roseburia sp. CAG:309	Roseburia	1262945
A0A413YTL9	A0A413YTL9_9FIRM	unreviewed	Carbon storage regulator	DW858_09735 DWZ79_11180	Lachnospira eligens	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Lachnospira, Lachnospira eligens	Lachnospira	39485
A0A3Q8T499	A0A3Q8T499_9RICK	unreviewed	Carbon storage regulator	EF513_01870	Rickettsiales endosymbiont of Stachyamoeba lipophora	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, unclassified Rickettsiales, Rickettsiales endosymbiont of Stachyamoeba lipophora		2486578
R5DWT0	R5DWT0_9FIRM	unreviewed	Uncharacterized protein	BN798_00705	Eubacterium sp. CAG:86	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Eubacteriaceae, Eubacterium, environmental samples, Eubacterium sp. CAG:86	Eubacterium	1262895
A0A1U9NEZ0	A0A1U9NEZ0_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA B0D95_18605	Cellvibrio sp. PSBB023	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Cellvibrio, unclassified Cellvibrio, Cellvibrio sp. PSBB023	Cellvibrio	1945512
R9MH92	R9MH92_9FIRM	unreviewed	Carbon storage regulator	C818_01470	Lachnospiraceae bacterium MD308	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, Lachnospiraceae bacterium MD308		1235799
A0A174GKB3	A0A174GKB3_9FIRM	unreviewed	Carbon storage regulator	DW001_15680 DXC13_16125 ERS852417_02729	[Eubacterium] rectale	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, [Eubacterium] rectale		39491
A0A261QIU1	A0A261QIU1_9BACI	unreviewed	Carbon storage regulator	CEW92_04885	Bacillaceae bacterium SAS-127	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, unclassified Bacillaceae, Bacillaceae bacterium SAS-127		2015203
R9KC36	R9KC36_9FIRM	unreviewed	Carbon storage regulator	C809_03495 C809_03501 FMM75_16810	Lachnospiraceae bacterium MD335	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, Lachnospiraceae bacterium MD335		1235793
A0A1H2UA81	A0A1H2UA81_9BACI	unreviewed	Carbon storage regulator, CsrA	SAMN05421781_1636	Marinococcus luteus	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Marinococcus, Marinococcus luteus	Marinococcus	1122204
R9LIP0	R9LIP0_9FIRM	unreviewed	Carbon storage regulator	C814_02412	Anaerotruncus sp. G3(2012)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Anaerotruncus, unclassified Anaerotruncus, Anaerotruncus sp. G3(2012)	Anaerotruncus	1235835
A0A1B4V7W2	A0A1B4V7W2_9GAMM	unreviewed	Uncharacterized protein	SVA_0885	Sulfurifustis variabilis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Sulfurifustis, Sulfurifustis variabilis	Sulfurifustis	1675686
A0A1U9KAT0	A0A1U9KAT0_9BACL	unreviewed	Translational regulator CsrA	csrA B0W44_16380	Novibacillus thermophilus	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Novibacillus, Novibacillus thermophilus	Novibacillus	1471761
A0A239CEQ8	A0A239CEQ8_9FIRM	unreviewed	Carbon storage regulator, CsrA	SAMN05446037_1005159	Anaerovirgula multivorans	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Eubacteriales incertae sedis, Anaerovirgula, Anaerovirgula multivorans	Anaerovirgula	312168
R7IWP4	R7IWP4_9FIRM	unreviewed	Global regulator protein family	BN596_00429	Roseburia sp. CAG:303	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Roseburia, environmental samples, Roseburia sp. CAG:303	Roseburia	1262944
A0A142WVT7	A0A142WVT7_9PLAN	unreviewed	Carbon storage regulator	VT03_13390	Planctomyces sp. SH-PL14	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, unclassified Planctomyces, Planctomyces sp. SH-PL14	Planctomyces	1632864
A0A1H2EQH6	A0A1H2EQH6_9PSED	unreviewed	Carbon storage regulator, CsrA	SAMN05216210_0946	Pseudomonas salegens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas salegens	Pseudomonas	1434072
A0A142YEP8	A0A142YEP8_9PLAN	unreviewed	Translational regulator CsrA	csrA VT85_08705	Planctomyces sp. SH-PL62	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, unclassified Planctomyces, Planctomyces sp. SH-PL62	Planctomyces	1636152
A0A286TTV8	A0A286TTV8_9BACT	unreviewed	Translational regulator CsrA	csrA SCALIN_C01_0248	Candidatus Scalindua japonica	cellular organisms, Bacteria, PVC group, Planctomycetes, Candidatus Brocadiae, Candidatus Brocadiales, Candidatus Brocadiaceae, Candidatus Scalindua, Candidatus Scalindua japonica	Candidatus Scalindua	1284222
A0A1U9NDA2	A0A1U9NDA2_9GAMM	unreviewed	Uncharacterized protein	B0D95_15975	Cellvibrio sp. PSBB023	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Cellvibrio, unclassified Cellvibrio, Cellvibrio sp. PSBB023	Cellvibrio	1945512
A0A5C8ZBF1	A0A5C8ZBF1_9ACTN	unreviewed	Translational regulator CsrA	csrA FMM08_16500	Quadrisphaera sp. DD2A	cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinomycetia (high G+C Gram-positive bacteria), Kineosporiales, Kineosporiaceae, Quadrisphaera, unclassified Quadrisphaera, Quadrisphaera sp. DD2A	Quadrisphaera	2593304
A0A1B4V6H7	A0A1B4V6H7_9GAMM	unreviewed	Uncharacterized protein	SVA_2618	Sulfurifustis variabilis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Sulfurifustis, Sulfurifustis variabilis	Sulfurifustis	1675686
A0A2P2FAM7	A0A2P2FAM7_9FIRM		Deleted.					
